algorithm,num_elements,order,execution_time,replication
quick,10000,unordered,438321,4
quick,10000,unordered,462773,5
quick,10000,unordered,413869,6
quick,10000,unordered,413567,7
quick,10000,unordered,434698,8
quick,10000,unordered,413265,9
quick,10000,unordered,415379,10
merge,10000,unordered,436208,1
merge,10000,unordered,413869,2
merge,10000,unordered,437114,3
merge,10000,unordered,413870,4
merge,10000,unordered,457339,5
merge,10000,unordered,414775,6
merge,10000,unordered,438019,7
merge,10000,unordered,414775,8
merge,10000,unordered,412360,9
merge,10000,unordered,417793,10
quick,10000,unordered,414775,1
quick,10000,unordered,435604,2
quick,10000,unordered,412963,3
quick,10000,unordered,434095,4
quick,10000,unordered,415077,5
quick,10000,unordered,415378,6
quick,10000,unordered,438622,7
quick,10000,unordered,416284,8
quick,10000,unordered,500507,9
quick,10000,unordered,414171,10
quick,10000,unordered,524355,1
quick,10000,unordered,415077,2
quick,10000,unordered,458547,3
quick,10000,unordered,427453,4
quick,10000,unordered,410247,5
quick,10000,unordered,432284,6
quick,10000,unordered,411455,7
quick,10000,unordered,452207,8
quick,10000,unordered,412964,9
quick,10000,unordered,435001,10
merge,10000,unordered,413870,1
merge,10000,unordered,414473,2
merge,10000,unordered,434698,3
merge,10000,unordered,440434,4
merge,10000,unordered,434397,5
merge,10000,unordered,437717,6
merge,10000,unordered,435001,7
merge,10000,unordered,438925,8
merge,10000,unordered,414473,9
merge,10000,unordered,414473,10
quick,10000,unordered,471829,1
quick,10000,unordered,435906,2
quick,10000,unordered,433491,3
quick,10000,unordered,412661,4
quick,10000,unordered,440434,5
quick,10000,unordered,412661,6
quick,10000,unordered,411756,7
quick,10000,unordered,435000,8
quick,10000,unordered,436509,9
quick,10000,unordered,435302,10
quick,10000,unordered,499300,1
quick,10000,unordered,435302,2
quick,10000,unordered,432283,3
quick,10000,unordered,409341,4
quick,10000,unordered,412058,5
quick,10000,unordered,485112,6
quick,10000,unordered,412964,7
quick,10000,unordered,412058,8
quick,10000,unordered,411152,9
quick,10000,unordered,435302,10
merge,10000,unordered,447679,1
merge,10000,unordered,420812,2
merge,10000,unordered,456434,3
merge,10000,unordered,412360,4
merge,10000,unordered,495979,5
merge,10000,unordered,412964,6
merge,10000,unordered,415077,7
merge,10000,unordered,411756,8
merge,10000,unordered,409643,9
merge,10000,unordered,443151,10
quick,10000,unordered,411152,1
quick,10000,unordered,411756,2
quick,10000,unordered,412964,3
quick,10000,unordered,435303,4
quick,10000,unordered,412360,5
quick,10000,unordered,410246,6
quick,10000,unordered,411756,7
quick,10000,unordered,411756,8
quick,10000,unordered,409040,9
quick,10000,unordered,412662,10
quick,10000,unordered,495073,1
quick,10000,unordered,410247,2
quick,10000,unordered,409945,3
quick,10000,unordered,431378,4
quick,10000,unordered,433189,5
quick,10000,unordered,410548,6
quick,10000,unordered,452509,7
quick,10000,unordered,453415,8
quick,10000,unordered,409039,9
quick,10000,unordered,411153,10
merge,10000,unordered,410247,1
merge,10000,unordered,413265,2
merge,10000,unordered,435604,3
merge,10000,unordered,420511,4
merge,10000,unordered,412058,5
merge,10000,unordered,432283,6
merge,10000,unordered,409643,7
merge,10000,unordered,432585,8
merge,10000,unordered,411152,9
merge,10000,unordered,449792,10
quick,10000,unordered,459754,1
quick,10000,unordered,460358,2
quick,10000,unordered,409643,3
quick,10000,unordered,410850,4
quick,10000,unordered,409643,5
quick,10000,unordered,413266,6
quick,10000,unordered,435604,7
quick,10000,unordered,409039,8
quick,10000,unordered,415378,9
quick,10000,unordered,433491,10
quick,10000,unordered,473942,1
quick,10000,unordered,483301,2
quick,10000,unordered,412058,3
quick,10000,unordered,452509,4
quick,10000,unordered,434095,5
quick,10000,unordered,412661,6
quick,10000,unordered,412963,7
quick,10000,unordered,432887,8
quick,10000,unordered,411756,9
quick,10000,unordered,414171,10
merge,10000,unordered,455830,1
merge,10000,unordered,453717,2
merge,10000,unordered,414472,3
merge,10000,unordered,414473,4
merge,10000,unordered,437113,5
merge,10000,unordered,413567,6
merge,10000,unordered,485413,7
merge,10000,unordered,480584,8
merge,10000,unordered,459452,9
merge,10000,unordered,466093,10
quick,10000,unordered,411153,1
quick,10000,unordered,434397,2
quick,10000,unordered,409643,3
quick,10000,unordered,491753,4
quick,10000,unordered,434698,5
quick,10000,unordered,412058,6
quick,10000,unordered,410851,7
quick,10000,unordered,415681,8
quick,10000,unordered,436510,9
quick,10000,unordered,410548,10
quick,10000,unordered,480885,1
quick,10000,unordered,431680,2
quick,10000,unordered,411455,3
quick,10000,unordered,440434,4
quick,10000,unordered,409341,5
quick,10000,unordered,410851,6
quick,10000,unordered,411454,7
quick,10000,unordered,409945,8
quick,10000,unordered,410247,9
quick,10000,unordered,411153,10
merge,10000,unordered,411756,1
merge,10000,unordered,414473,2
merge,10000,unordered,411756,3
merge,10000,unordered,434095,4
merge,10000,unordered,413568,5
merge,10000,unordered,412058,6
merge,10000,unordered,436811,7
merge,10000,unordered,476055,8
merge,10000,unordered,412963,9
merge,10000,unordered,433189,10
quick,10000,unordered,407831,1
quick,10000,unordered,435302,2
quick,10000,unordered,412360,3
quick,10000,unordered,419605,4
quick,10000,unordered,409643,5
quick,10000,unordered,414473,6
quick,10000,unordered,409341,7
quick,10000,unordered,433491,8
quick,10000,unordered,431680,9
quick,10000,unordered,433792,10
quick,10000,unordered,473943,1
quick,10000,unordered,514393,2
quick,10000,unordered,453113,3
quick,10000,unordered,411454,4
quick,10000,unordered,410548,5
quick,10000,unordered,407832,6
quick,10000,unordered,433793,7
quick,10000,unordered,410850,8
quick,10000,unordered,411454,9
quick,10000,unordered,457943,10
merge,10000,unordered,430774,1
merge,10000,unordered,409039,2
merge,10000,unordered,431377,3
merge,10000,unordered,410549,4
merge,10000,unordered,409643,5
merge,10000,unordered,411454,6
merge,10000,unordered,412360,7
merge,10000,unordered,411756,8
merge,10000,unordered,432887,9
merge,10000,unordered,409945,10
quick,10000,unordered,451604,1
quick,10000,unordered,410851,2
quick,10000,unordered,409040,3
quick,10000,unordered,409643,4
quick,10000,unordered,414171,5
quick,10000,unordered,411454,6
quick,10000,unordered,411756,7
quick,10000,unordered,412360,8
quick,10000,unordered,453415,9
quick,10000,unordered,432888,10
quick,10000,unordered,478168,1
quick,10000,unordered,411152,2
quick,10000,unordered,435604,3
quick,10000,unordered,411152,4
quick,10000,unordered,453716,5
quick,10000,unordered,431981,6
quick,10000,unordered,434095,7
quick,10000,unordered,418398,8
quick,10000,unordered,413266,9
quick,10000,unordered,436208,10
merge,10000,unordered,409341,1
merge,10000,unordered,430774,2
merge,10000,unordered,411454,3
merge,10000,unordered,439227,4
merge,10000,unordered,410548,5
merge,10000,unordered,412058,6
merge,10000,unordered,437416,7
merge,10000,unordered,411756,8
merge,10000,unordered,411756,9
merge,10000,unordered,430472,10
quick,10000,unordered,409945,1
quick,10000,unordered,410549,2
quick,10000,unordered,435001,3
quick,10000,unordered,410851,4
quick,10000,unordered,432586,5
quick,10000,unordered,430774,6
quick,10000,unordered,474848,7
quick,10000,unordered,411756,8
quick,10000,unordered,409039,9
quick,10000,unordered,431378,10
quick,10000,unordered,504130,1
quick,10000,unordered,441340,2
quick,10000,unordered,416586,3
quick,10000,unordered,444359,4
quick,10000,unordered,435906,5
quick,10000,unordered,436208,6
quick,10000,unordered,419001,7
quick,10000,unordered,416586,8
quick,10000,unordered,462471,9
quick,10000,unordered,416284,10
merge,10000,unordered,413567,1
merge,10000,unordered,409945,2
merge,10000,unordered,409643,3
merge,10000,unordered,412662,4
merge,10000,unordered,412058,5
merge,10000,unordered,412058,6
merge,10000,unordered,435605,7
merge,10000,unordered,432585,8
merge,10000,unordered,410549,9
merge,10000,unordered,411153,10
quick,10000,unordered,434094,1
quick,10000,unordered,479678,2
quick,10000,unordered,431680,3
quick,10000,unordered,412058,4
quick,10000,unordered,410548,5
quick,10000,unordered,431680,6
quick,10000,unordered,414473,7
quick,10000,unordered,433792,8
quick,10000,unordered,411152,9
quick,10000,unordered,409945,10
quick,10000,unordered,477262,1
quick,10000,unordered,438321,2
quick,10000,unordered,410549,3
quick,10000,unordered,409944,4
quick,10000,unordered,433189,5
quick,10000,unordered,413869,6
quick,10000,unordered,450094,7
quick,10000,unordered,411756,8
quick,10000,unordered,411454,9
quick,10000,unordered,410548,10
merge,10000,unordered,412964,1
merge,10000,unordered,433793,2
merge,10000,unordered,410247,3
merge,10000,unordered,474546,4
merge,10000,unordered,431981,5
merge,10000,unordered,431076,6
merge,10000,unordered,411756,7
merge,10000,unordered,409945,8
merge,10000,unordered,471829,9
merge,10000,unordered,413567,10
quick,10000,unordered,430774,1
quick,10000,unordered,431679,2
quick,10000,unordered,409643,3
quick,10000,unordered,408737,4
quick,10000,unordered,410548,5
quick,10000,unordered,434699,6
quick,10000,unordered,412058,7
quick,10000,unordered,431679,8
quick,10000,unordered,410850,9
quick,10000,unordered,409341,10
quick,10000,unordered,598616,1
quick,10000,unordered,431981,2
quick,10000,unordered,411454,3
quick,10000,unordered,416586,4
quick,10000,unordered,431982,5
quick,10000,unordered,432284,6
quick,10000,unordered,435906,7
quick,10000,unordered,411153,8
quick,10000,unordered,411152,9
quick,10000,unordered,409945,10
merge,10000,unordered,431076,1
merge,10000,unordered,432887,2
merge,10000,unordered,441340,3
merge,10000,unordered,421416,4
merge,10000,unordered,430774,5
merge,10000,unordered,409944,6
merge,10000,unordered,410549,7
merge,10000,unordered,410851,8
merge,10000,unordered,445566,9
merge,10000,unordered,410247,10
quick,10000,unordered,410851,1
quick,10000,unordered,410549,2
quick,10000,unordered,412058,3
quick,10000,unordered,410549,4
quick,10000,unordered,411455,5
quick,10000,unordered,412662,6
quick,10000,unordered,411455,7
quick,10000,unordered,410247,8
quick,10000,unordered,411153,9
quick,10000,unordered,431680,10
quick,10000,unordered,478169,1
quick,10000,unordered,471829,2
quick,10000,unordered,412964,3
quick,10000,unordered,432887,4
quick,10000,unordered,409945,5
quick,10000,unordered,432585,6
quick,10000,unordered,411756,7
quick,10000,unordered,411756,8
quick,10000,unordered,435302,9
quick,10000,unordered,434094,10
merge,10000,unordered,412058,1
merge,10000,unordered,412058,2
merge,10000,unordered,434095,3
merge,10000,unordered,431076,4
merge,10000,unordered,410247,5
merge,10000,unordered,415982,6
merge,10000,unordered,416887,7
merge,10000,unordered,410247,8
merge,10000,unordered,410549,9
merge,10000,unordered,433792,10
quick,10000,unordered,411455,1
quick,10000,unordered,411756,2
quick,10000,unordered,431982,3
quick,10000,unordered,437416,4
quick,10000,unordered,452509,5
quick,10000,unordered,411153,6
quick,10000,unordered,411756,7
quick,10000,unordered,433189,8
quick,10000,unordered,433792,9
quick,10000,unordered,412360,10
quick,10000,unordered,511677,1
quick,10000,unordered,412662,2
quick,10000,unordered,412963,3
quick,10000,unordered,411756,4
quick,10000,unordered,435000,5
quick,10000,unordered,447981,6
quick,10000,unordered,412360,7
quick,10000,unordered,424435,8
quick,10000,unordered,444359,9
quick,10000,unordered,412360,10
merge,10000,unordered,438019,1
merge,10000,unordered,436207,2
merge,10000,unordered,432887,3
merge,10000,unordered,413265,4
merge,10000,unordered,435906,5
merge,10000,unordered,412360,6
merge,10000,unordered,431982,7
merge,10000,unordered,436510,8
merge,10000,unordered,437717,9
merge,10000,unordered,412662,10
quick,10000,unordered,414171,1
quick,10000,unordered,427152,2
quick,10000,unordered,422322,3
quick,10000,unordered,412662,4
quick,10000,unordered,421416,5
quick,10000,unordered,434095,6
quick,10000,unordered,436208,7
quick,10000,unordered,411454,8
quick,10000,unordered,413265,9
quick,10000,unordered,459150,10
quick,10000,unordered,1413978,1
quick,10000,unordered,433189,2
quick,10000,unordered,430774,3
quick,10000,unordered,418397,4
quick,10000,unordered,438622,5
quick,10000,unordered,441944,6
quick,10000,unordered,420511,7
quick,10000,unordered,438623,8
quick,10000,unordered,446471,9
quick,10000,unordered,429567,10
merge,10000,unordered,420813,1
merge,10000,unordered,439831,2
merge,10000,unordered,431680,3
merge,10000,unordered,436509,4
merge,10000,unordered,422322,5
merge,10000,unordered,425945,6
merge,10000,unordered,421718,7
merge,10000,unordered,422623,8
merge,10000,unordered,422020,9
merge,10000,unordered,423228,10
quick,10000,unordered,463981,1
quick,10000,unordered,420812,2
quick,10000,unordered,423227,3
quick,10000,unordered,420812,4
quick,10000,unordered,424133,5
quick,10000,unordered,423529,6
quick,10000,unordered,422020,7
quick,10000,unordered,425642,8
quick,10000,unordered,493865,9
quick,10000,unordered,427152,10
quick,10000,unordered,481790,1
quick,10000,unordered,408436,2
quick,10000,unordered,464886,3
quick,10000,unordered,409945,4
quick,10000,unordered,410548,5
quick,10000,unordered,409945,6
quick,10000,unordered,409945,7
quick,10000,unordered,425340,8
quick,10000,unordered,417190,9
quick,10000,unordered,433491,10
merge,10000,unordered,417491,1
merge,10000,unordered,412662,2
merge,10000,unordered,431680,3
merge,10000,unordered,446773,4
merge,10000,unordered,409341,5
merge,10000,unordered,412963,6
merge,10000,unordered,411756,7
merge,10000,unordered,417793,8
merge,10000,unordered,468508,9
merge,10000,unordered,411152,10
quick,10000,unordered,463980,1
quick,10000,unordered,409643,2
quick,10000,unordered,408134,3
quick,10000,unordered,411153,4
quick,10000,unordered,442548,5
quick,10000,unordered,411756,6
quick,10000,unordered,453717,7
quick,10000,unordered,440132,8
quick,10000,unordered,409341,9
quick,10000,unordered,432585,10
quick,10000,unordered,507752,1
quick,10000,unordered,442547,2
quick,10000,unordered,432585,3
quick,10000,unordered,409643,4
quick,10000,unordered,410549,5
quick,10000,unordered,412661,6
quick,10000,unordered,410247,7
quick,10000,unordered,510771,8
quick,10000,unordered,419907,9
quick,10000,unordered,424737,10
merge,10000,unordered,410246,1
merge,10000,unordered,410850,2
merge,10000,unordered,416888,3
merge,10000,unordered,411756,4
merge,10000,unordered,411454,5
merge,10000,unordered,413266,6
merge,10000,unordered,413568,7
merge,10000,unordered,454019,8
merge,10000,unordered,411756,9
merge,10000,unordered,408133,10
quick,10000,unordered,429869,1
quick,10000,unordered,410851,2
quick,10000,unordered,412661,3
quick,10000,unordered,411152,4
quick,10000,unordered,431982,5
quick,10000,unordered,410851,6
quick,10000,unordered,456132,7
quick,10000,unordered,415681,8
quick,10000,unordered,413870,9
quick,10000,unordered,410851,10
quick,10000,unordered,565712,1
quick,10000,unordered,489941,2
quick,10000,unordered,423529,3
quick,10000,unordered,425945,4
quick,10000,unordered,444962,5
quick,10000,unordered,481187,6
quick,10000,unordered,463980,7
quick,10000,unordered,606163,8
quick,10000,unordered,584126,9
quick,10000,unordered,466999,10
merge,10000,unordered,465188,1
merge,10000,unordered,436509,2
merge,10000,unordered,415077,3
merge,10000,unordered,420208,4
merge,10000,unordered,422020,5
merge,10000,unordered,524959,6
merge,10000,unordered,428963,7
merge,10000,unordered,445264,8
merge,10000,unordered,442245,9
merge,10000,unordered,439830,10
quick,10000,unordered,420209,1
quick,10000,unordered,418096,2
quick,10000,unordered,439227,3
quick,10000,unordered,420208,4
quick,10000,unordered,427756,5
quick,10000,unordered,419605,6
quick,10000,unordered,450396,7
quick,10000,unordered,410850,8
quick,10000,unordered,409341,9
quick,10000,unordered,438321,10
quick,10000,unordered,521336,1
quick,10000,unordered,441340,2
quick,10000,unordered,422020,3
quick,10000,unordered,427453,4
quick,10000,unordered,421416,5
quick,10000,unordered,421416,6
quick,10000,unordered,419907,7
quick,10000,unordered,441340,8
quick,10000,unordered,411455,9
quick,10000,unordered,445868,10
merge,10000,unordered,418700,1
merge,10000,unordered,445264,2
merge,10000,unordered,421114,3
merge,10000,unordered,419001,4
merge,10000,unordered,429567,5
merge,10000,unordered,452208,6
merge,10000,unordered,443755,7
merge,10000,unordered,412662,8
merge,10000,unordered,433491,9
merge,10000,unordered,413869,10
quick,10000,unordered,427453,1
quick,10000,unordered,441340,2
quick,10000,unordered,423831,3
quick,10000,unordered,436811,4
quick,10000,unordered,495073,5
quick,10000,unordered,432284,6
quick,10000,unordered,409040,7
quick,10000,unordered,408134,8
quick,10000,unordered,409944,9
quick,10000,unordered,443755,10
quick,10000,unordered,531600,1
quick,10000,unordered,448585,2
quick,10000,unordered,449189,3
quick,10000,unordered,428661,4
quick,10000,unordered,414473,5
quick,10000,unordered,413567,6
quick,10000,unordered,412360,7
quick,10000,unordered,420510,8
quick,10000,unordered,454320,9
quick,10000,unordered,413265,10
merge,10000,unordered,421416,1
merge,10000,unordered,422019,2
merge,10000,unordered,424133,3
merge,10000,unordered,421115,4
merge,10000,unordered,422624,5
merge,10000,unordered,451302,6
merge,10000,unordered,412662,7
merge,10000,unordered,420812,8
merge,10000,unordered,422926,9
merge,10000,unordered,427756,10
quick,10000,unordered,419001,1
quick,10000,unordered,416284,2
quick,10000,unordered,451905,3
quick,10000,unordered,412360,4
quick,10000,unordered,431076,5
quick,10000,unordered,411454,6
quick,10000,unordered,412661,7
quick,10000,unordered,441943,8
quick,10000,unordered,446773,9
quick,10000,unordered,441943,10
quick,10000,unordered,499299,1
quick,10000,unordered,447377,2
quick,10000,unordered,410850,3
quick,10000,unordered,430170,4
quick,10000,unordered,430472,5
quick,10000,unordered,422926,6
quick,10000,unordered,654160,7
quick,10000,unordered,456433,8
quick,10000,unordered,457037,9
quick,10000,unordered,422322,10
merge,10000,unordered,407832,1
merge,10000,unordered,442547,2
merge,10000,unordered,408737,3
merge,10000,unordered,410549,4
merge,10000,unordered,412058,5
merge,10000,unordered,413567,6
merge,10000,unordered,410549,7
merge,10000,unordered,413266,8
merge,10000,unordered,422322,9
merge,10000,unordered,411152,10
quick,10000,unordered,412058,1
quick,10000,unordered,408134,2
quick,10000,unordered,408134,3
quick,10000,unordered,410246,4
quick,10000,unordered,482093,5
quick,10000,unordered,412058,6
quick,10000,unordered,411756,7
quick,10000,unordered,411152,8
quick,10000,unordered,410247,9
quick,10000,unordered,411756,10
quick,10000,unordered,528883,1
quick,10000,unordered,416888,2
quick,10000,unordered,412058,3
quick,10000,unordered,414473,4
quick,10000,unordered,419303,5
quick,10000,unordered,413869,6
quick,10000,unordered,440736,7
quick,10000,unordered,414171,8
quick,10000,unordered,412963,9
quick,10000,unordered,422623,10
merge,10000,unordered,473338,1
merge,10000,unordered,413265,2
merge,10000,unordered,410850,3
merge,10000,unordered,412662,4
merge,10000,unordered,416888,5
merge,10000,unordered,414171,6
merge,10000,unordered,414171,7
merge,10000,unordered,447075,8
merge,10000,unordered,418095,9
merge,10000,unordered,412963,10
quick,10000,unordered,415378,1
quick,10000,unordered,413567,2
quick,10000,unordered,414473,3
quick,10000,unordered,419303,4
quick,10000,unordered,413567,5
quick,10000,unordered,413567,6
quick,10000,unordered,416586,7
quick,10000,unordered,412662,8
quick,10000,unordered,452509,9
quick,10000,unordered,437114,10
quick,10000,unordered,490545,1
quick,10000,unordered,457640,2
quick,10000,unordered,410247,3
quick,10000,unordered,443755,4
quick,10000,unordered,410850,5
quick,10000,unordered,413869,6
quick,10000,unordered,411756,7
quick,10000,unordered,442850,8
quick,10000,unordered,412360,9
quick,10000,unordered,411153,10
merge,10000,unordered,454320,1
merge,10000,unordered,435000,2
merge,10000,unordered,414171,3
merge,10000,unordered,466999,4
merge,10000,unordered,418699,5
merge,10000,unordered,416586,6
merge,10000,unordered,413266,7
merge,10000,unordered,420209,8
merge,10000,unordered,413869,9
merge,10000,unordered,468810,10
quick,10000,unordered,410549,1
quick,10000,unordered,465792,2
quick,10000,unordered,477867,3
quick,10000,unordered,412360,4
quick,10000,unordered,444358,5
quick,10000,unordered,414775,6
quick,10000,unordered,412963,7
quick,10000,unordered,434396,8
quick,10000,unordered,421718,9
quick,10000,unordered,413869,10
quick,10000,unordered,549108,1
quick,10000,unordered,482998,2
quick,10000,unordered,459452,3
quick,10000,unordered,436509,4
quick,10000,unordered,452509,5
quick,10000,unordered,450094,6
quick,10000,unordered,463678,7
quick,10000,unordered,426849,8
quick,10000,unordered,450094,9
quick,10000,unordered,427151,10
merge,10000,unordered,494168,1
merge,10000,unordered,424737,2
merge,10000,unordered,425944,3
merge,10000,unordered,436207,4
merge,10000,unordered,444359,5
merge,10000,unordered,467603,6
merge,10000,unordered,433793,7
merge,10000,unordered,437114,8
merge,10000,unordered,436208,9
merge,10000,unordered,438019,10
quick,10000,unordered,435000,1
quick,10000,unordered,435302,2
quick,10000,unordered,439226,3
quick,10000,unordered,420208,4
quick,10000,unordered,422925,5
quick,10000,unordered,423529,6
quick,10000,unordered,444057,7
quick,10000,unordered,421115,8
quick,10000,unordered,421416,9
quick,10000,unordered,422019,10
quick,10000,unordered,524959,1
quick,10000,unordered,444962,2
quick,10000,unordered,457038,3
quick,10000,unordered,455528,4
quick,10000,unordered,425038,5
quick,10000,unordered,422020,6
quick,10000,unordered,458245,7
quick,10000,unordered,445264,8
quick,10000,unordered,428359,9
quick,10000,unordered,409944,10
merge,10000,unordered,439831,1
merge,10000,unordered,429567,2
merge,10000,unordered,411454,3
merge,10000,unordered,410549,4
merge,10000,unordered,432284,5
merge,10000,unordered,422322,6
merge,10000,unordered,422321,7
merge,10000,unordered,435604,8
merge,10000,unordered,444962,9
merge,10000,unordered,454321,10
quick,10000,unordered,414171,1
quick,10000,unordered,449792,2
quick,10000,unordered,411454,3
quick,10000,unordered,410549,4
quick,10000,unordered,431378,5
quick,10000,unordered,430472,6
quick,10000,unordered,480583,7
quick,10000,unordered,412360,8
quick,10000,unordered,456131,9
quick,10000,unordered,409643,10
quick,10000,unordered,542769,1
quick,10000,unordered,413869,2
quick,10000,unordered,410851,3
quick,10000,unordered,435302,4
quick,10000,unordered,462773,5
quick,10000,unordered,466999,6
quick,10000,unordered,422926,7
quick,10000,unordered,410851,8
quick,10000,unordered,428359,9
quick,10000,unordered,422322,10
merge,10000,unordered,444358,1
merge,10000,unordered,450396,2
merge,10000,unordered,458244,3
merge,10000,unordered,415982,4
merge,10000,unordered,415076,5
merge,10000,unordered,452811,6
merge,10000,unordered,449792,7
merge,10000,unordered,438623,8
merge,10000,unordered,415378,9
merge,10000,unordered,431680,10
quick,10000,unordered,448282,1
quick,10000,unordered,454924,2
quick,10000,unordered,447679,3
quick,10000,unordered,455528,4
quick,10000,unordered,442849,5
quick,10000,unordered,417492,6
quick,10000,unordered,414171,7
quick,10000,unordered,436812,8
quick,10000,unordered,453112,9
quick,10000,unordered,412360,10
quick,10000,unordered,521940,1
quick,10000,unordered,431076,2
quick,10000,unordered,450697,3
quick,10000,unordered,411756,4
quick,10000,unordered,445566,5
quick,10000,unordered,411152,6
quick,10000,unordered,411152,7
quick,10000,unordered,418699,8
quick,10000,unordered,423831,9
quick,10000,unordered,421114,10
merge,10000,unordered,446170,1
merge,10000,unordered,446773,2
merge,10000,unordered,432586,3
merge,10000,unordered,409643,4
merge,10000,unordered,437415,5
merge,10000,unordered,435604,6
merge,10000,unordered,432283,7
merge,10000,unordered,420208,8
merge,10000,unordered,409945,9
merge,10000,unordered,431982,10
quick,10000,unordered,443755,1
quick,10000,unordered,443754,2
quick,10000,unordered,445566,3
quick,10000,unordered,445264,4
quick,10000,unordered,421114,5
quick,10000,unordered,416284,6
quick,10000,unordered,424133,7
quick,10000,unordered,421115,8
quick,10000,unordered,456132,9
quick,10000,unordered,410247,10
quick,10000,unordered,493564,1
quick,10000,unordered,420511,2
quick,10000,unordered,422624,3
quick,10000,unordered,422020,4
quick,10000,unordered,422623,5
quick,10000,unordered,437114,6
quick,10000,unordered,447981,7
quick,10000,unordered,447679,8
quick,10000,unordered,447377,9
quick,10000,unordered,457641,10
merge,10000,unordered,422925,1
merge,10000,unordered,453415,2
merge,10000,unordered,412964,3
merge,10000,unordered,411757,4
merge,10000,unordered,438321,5
merge,10000,unordered,422623,6
merge,10000,unordered,431680,7
merge,10000,unordered,432586,8
merge,10000,unordered,411153,9
merge,10000,unordered,409945,10
quick,10000,unordered,410850,1
quick,10000,unordered,454320,2
quick,10000,unordered,412057,3
quick,10000,unordered,432887,4
quick,10000,unordered,415982,5
quick,10000,unordered,434698,6
quick,10000,unordered,411152,7
quick,10000,unordered,410246,8
quick,10000,unordered,410549,9
quick,10000,unordered,411152,10
quick,10000,unordered,489035,1
quick,10000,unordered,476357,2
quick,10000,unordered,413567,3
quick,10000,unordered,412662,4
quick,10000,unordered,413266,5
quick,10000,unordered,414775,6
quick,10000,unordered,435000,7
quick,10000,unordered,433189,8
quick,10000,unordered,415379,9
quick,10000,unordered,434699,10
merge,10000,unordered,426246,1
merge,10000,unordered,432887,2
merge,10000,unordered,440736,3
merge,10000,unordered,412058,4
merge,10000,unordered,459754,5
merge,10000,unordered,411757,6
merge,10000,unordered,412058,7
merge,10000,unordered,410246,8
merge,10000,unordered,412662,9
merge,10000,unordered,433793,10
quick,10000,unordered,410548,1
quick,10000,unordered,449188,2
quick,10000,unordered,413567,3
quick,10000,unordered,410850,4
quick,10000,unordered,411756,5
quick,10000,unordered,437717,6
quick,10000,unordered,453113,7
quick,10000,unordered,414473,8
quick,10000,unordered,434094,9
quick,10000,unordered,412058,10
quick,10000,unordered,506545,1
quick,10000,unordered,410549,2
quick,10000,unordered,452509,3
quick,10000,unordered,428057,4
quick,10000,unordered,430473,5
quick,10000,unordered,430171,6
quick,10000,unordered,414171,7
quick,10000,unordered,439831,8
quick,10000,unordered,409342,9
quick,10000,unordered,408738,10
merge,10000,unordered,410850,1
merge,10000,unordered,410549,2
merge,10000,unordered,435001,3
merge,10000,unordered,411454,4
merge,10000,unordered,410247,5
merge,10000,unordered,411454,6
merge,10000,unordered,432585,7
merge,10000,unordered,410247,8
merge,10000,unordered,477867,9
merge,10000,unordered,473339,10
quick,10000,unordered,410246,1
quick,10000,unordered,415077,2
quick,10000,unordered,409945,3
quick,10000,unordered,431377,4
quick,10000,unordered,410247,5
quick,10000,unordered,420511,6
quick,10000,unordered,410247,7
quick,10000,unordered,409643,8
quick,10000,unordered,409039,9
quick,10000,unordered,433793,10
quick,10000,unordered,529789,1
quick,10000,unordered,459150,2
quick,10000,unordered,433190,3
quick,10000,unordered,425642,4
quick,10000,unordered,429567,5
quick,10000,unordered,436509,6
quick,10000,unordered,434396,7
quick,10000,unordered,434698,8
quick,10000,unordered,444660,9
quick,10000,unordered,444962,10
merge,10000,unordered,445868,1
merge,10000,unordered,446773,2
merge,10000,unordered,532505,3
merge,10000,unordered,462471,4
merge,10000,unordered,482394,5
merge,10000,unordered,464584,6
merge,10000,unordered,432585,7
merge,10000,unordered,428963,8
merge,10000,unordered,432283,9
merge,10000,unordered,441641,10
quick,10000,unordered,456736,1
quick,10000,unordered,428359,2
quick,10000,unordered,434397,3
quick,10000,unordered,451906,4
quick,10000,unordered,474546,5
quick,10000,unordered,433793,6
quick,10000,unordered,433491,7
quick,10000,unordered,432887,8
quick,10000,unordered,434095,9
quick,10000,unordered,430171,10
quick,10000,unordered,534015,1
quick,10000,unordered,410549,2
quick,10000,unordered,411153,3
quick,10000,unordered,439831,4
quick,10000,unordered,441944,5
quick,10000,unordered,454320,6
quick,10000,unordered,428359,7
quick,10000,unordered,407832,8
quick,10000,unordered,409643,9
quick,10000,unordered,432585,10
merge,10000,unordered,426246,1
merge,10000,unordered,421718,2
merge,10000,unordered,427454,3
merge,10000,unordered,1298964,4
merge,10000,unordered,454321,5
merge,10000,unordered,453415,6
merge,10000,unordered,409944,7
merge,10000,unordered,432887,8
merge,10000,unordered,419907,9
merge,10000,unordered,409944,10
quick,10000,unordered,411756,1
quick,10000,unordered,411454,2
quick,10000,unordered,411756,3
quick,10000,unordered,412963,4
quick,10000,unordered,442547,5
quick,10000,unordered,441943,6
quick,10000,unordered,411152,7
quick,10000,unordered,412360,8
quick,10000,unordered,415379,9
quick,10000,unordered,434094,10
quick,10000,unordered,492357,1
quick,10000,unordered,439529,2
quick,10000,unordered,427152,3
quick,10000,unordered,427151,4
